reaction_handle,catalyst_id,imine_id,thiol_id,product_id,selectivity_ee_percent,selectivity_ddGact_kcal\,Avg ee R,Avg ee S,React hndl,Plt 1: R ee,Plt 1:  S ee,Plate 2: R ee,Plt 2: R ee,Plt 3: R ee,Plt 3: S ee,Diff of avg.
246_vi_1_C,246_vi,1,C,1_C,2,0.023700122,51,49,246_vi_1_C,52,49,51,50,51,49,2
246_vi_1_D,246_vi,1,D,1_D,10,0.118882146,55,45,246_vi_1_D,56,45,55,46,55,45,10
246_vi_1_E,246_vi,1,E,1_E,-4,-0.047419225,48,52,246_vi_1_E,49,52,48,53,48,52,-4
246_vi_2_A,246_vi,2,A,2_A,-2,-0.023700122,49,51,246_vi_2_A,47,53,51,49,49,51,-2
246_vi_2_B,246_vi,2,B,2_B,2,0.023700122,51,49,246_vi_2_B,49,51,53,47,51,49,2
246_vi_2_C,246_vi,2,C,2_C,4,0.047419225,52,48,246_vi_2_C,51,49,53,47,52,48,4
246_vi_2_D,246_vi,2,D,2_D,0,0,50,50,246_vi_2_D,51,50,50,51,50,50,0
246_vi_2_E,246_vi,2,E,2_E,0,0,50,50,246_vi_2_E,51,50,50,51,50,50,0
246_vi_3_A,246_vi,3,A,3_A,-4,-0.047419225,48,52,246_vi_3_A,49,52,48,53,48,52,-4
246_vi_3_B,246_vi,3,B,3_B,12,0.142870202,56,44,246_vi_3_B,57,44,56,45,56,44,12
246_vi_3_C,246_vi,3,C,3_C,-4,-0.047419225,48,52,246_vi_3_C,46,54,50,50,48,52,-4
246_vi_3_D,246_vi,3,D,3_D,16,0.19121872,58,42,246_vi_3_D,56,44,60,40,58,42,16
246_vi_3_E,246_vi,3,E,3_E,4,0.047419225,52,48,246_vi_3_E,53,48,52,49,52,48,4
246_vi_4_A,246_vi,4,A,4_A,10,0.118882146,55,45,246_vi_4_A,56,45,55,46,55,45,10
246_vi_4_B,246_vi,4,B,4_B,-6,-0.07117638,47,53,246_vi_4_B,48,53,47,54,47,53,-6
246_vi_4_C,246_vi,4,C,4_C,-2,-0.023700122,49,51,246_vi_4_C,50,51,49,52,49,51,-2
246_vi_4_D,246_vi,4,D,4_D,0,0,50,50,246_vi_4_D,48,52,52,48,50,50,0
246_vi_4_E,246_vi,4,E,4_E,6,0.07117638,53,47,246_vi_4_E,51,49,55,45,53,47,6
246_vi_5_A,246_vi,5,A,5_A,8,0.094990842,54,46,246_vi_5_A,53,47,55,45,54,46,8
246_vi_5_B,246_vi,5,B,5_B,0,0,50,50,246_vi_5_B,51,50,50,51,50,50,0
246_vi_5_C,246_vi,5,C,5_C,2,0.023700122,51,49,246_vi_5_C,52,49,51,50,51,49,2
246_vi_5_D,246_vi,5,D,5_D,10,0.118882146,55,45,246_vi_5_D,56,45,55,46,55,45,10
246_vi_5_E,246_vi,5,E,5_E,10,0.118882146,55,45,246_vi_5_E,56,45,55,46,55,45,10
249_i_1_A,249_i,1,A,1_A,84,1.446905122,92,8,249_i_1_A,90,10,94,6,92,8,84
249_i_1_B,249_i,1,B,1_B,48,0.619656928,74,26,249_i_1_B,72,28,76,24,74,26,48
249_i_1_C,249_i,1,C,1_C,50,0.650844341,75,25,249_i_1_C,76,25,75,26,75,25,50
249_i_1_D,249_i,1,D,1_D,70,1.027619382,85,15,249_i_1_D,86,15,85,16,85,15,70
249_i_1_E,249_i,1,E,1_E,82,1.370652975,91,9,249_i_1_E,92,9,91,10,91,9,82
249_i_2_A,249_i,2,A,2_A,82,1.370652975,91,9,249_i_2_A,92,9,91,10,91,9,82
249_i_2_B,249_i,2,B,2_B,80,1.301688683,90,10,249_i_2_B,88,12,92,8,90,10,80
249_i_2_C,249_i,2,C,2_C,42,0.530447043,71,29,249_i_2_C,69,31,73,27,71,29,42
249_i_2_D,249_i,2,D,2_D,54,0.715832618,77,23,249_i_2_D,76,24,78,22,77,23,54
249_i_2_E,249_i,2,E,2_E,80,1.301688683,90,10,249_i_2_E,91,10,90,11,90,10,80
249_i_3_A,249_i,3,A,3_A,78,1.238605308,89,11,249_i_3_A,90,11,89,12,89,11,78
249_i_3_B,249_i,3,B,3_B,40,0.50195963,70,30,249_i_3_B,71,30,70,31,70,30,40
249_i_3_C,249_i,3,C,3_C,46,0.589238334,73,27,249_i_3_C,74,27,73,28,73,27,46
249_i_3_D,249_i,3,D,3_D,74,1.126173688,87,13,249_i_3_D,85,15,89,11,87,13,74
249_i_3_E,249_i,3,E,3_E,78,1.238605308,89,11,249_i_3_E,87,13,91,9,89,11,78
249_i_4_A,249_i,4,A,4_A,82,1.370652975,91,9,249_i_4_A,92,9,91,10,91,9,82
249_i_4_B,249_i,4,B,4_B,42,0.530447043,71,29,249_i_4_B,69,31,73,27,71,29,42
249_i_4_C,249_i,4,C,4_C,46,0.589238334,73,27,249_i_4_C,71,29,75,25,73,27,46
249_i_4_D,249_i,4,D,4_D,82,1.370652975,91,9,249_i_4_D,92,8,90,10,91,9,82
249_i_4_E,249_i,4,E,4_E,78,1.238605308,89,11,249_i_4_E,91,9,87,13,89,11,78
249_i_5_A,249_i,5,A,5_A,76,1.180363548,88,12,249_i_5_A,90,10,86,14,88,12,76
249_i_5_B,249_i,5,B,5_B,38,0.474009916,69,31,249_i_5_B,67,33,71,29,69,31,38
249_i_5_C,249_i,5,C,5_C,40,0.50195963,70,30,249_i_5_C,68,32,72,28,70,30,40
249_i_5_D,249_i,5,D,5_D,74,1.126173688,87,13,249_i_5_D,88,12,86,14,87,13,74
249_i_5_E,249_i,5,E,5_E,78,1.238605308,89,11,249_i_5_E,90,11,89,12,89,11,78
251_vi_1_A,251_vi,1,A,1_A,88,1.630075694,94,6,251_vi_1_A,96,4,92,8,94,6,88
251_vi_1_B,251_vi,1,B,1_B,46,0.589238334,73,27,251_vi_1_B,74,26,72,28,73,27,46
251_vi_1_C,251_vi,1,C,1_C,44,0.559521771,72,28,251_vi_1_C,73,27,71,29,72,28,44
251_vi_1_D,251_vi,1,D,1_D,90,1.744356465,95,5,251_vi_1_D,94,6,96,4,95,5,90
251_vi_1_E,251_vi,1,E,1_E,82,1.370652975,91,9,251_vi_1_E,92,8,90,10,91,9,82
251_vi_2_A,251_vi,2,A,2_A,86,1.532416977,93,7,251_vi_2_A,95,5,91,9,93,7,86
251_vi_2_B,251_vi,2,B,2_B,60,0.82127412,80,20,251_vi_2_B,81,19,79,21,80,20,60
251_vi_2_C,251_vi,2,C,2_C,62,0.859020901,81,19,251_vi_2_C,82,18,80,20,81,19,62
251_vi_2_D,251_vi,2,D,2_D,86,1.532416977,93,7,251_vi_2_D,92,8,94,6,93,7,86
251_vi_2_E,251_vi,2,E,2_E,88,1.630075694,94,6,251_vi_2_E,95,5,93,7,94,6,88
251_vi_3_A,251_vi,3,A,3_A,86,1.532416977,93,7,251_vi_3_A,92,8,94,6,93,7,86
251_vi_3_B,251_vi,3,B,3_B,56,0.749811199,78,22,251_vi_3_B,79,21,77,23,78,22,56
251_vi_3_C,251_vi,3,C,3_C,62,0.859020901,81,19,251_vi_3_C,79,21,83,17,81,19,62
251_vi_3_D,251_vi,3,D,3_D,86,1.532416977,93,7,251_vi_3_D,91,9,95,5,93,7,86
251_vi_3_E,251_vi,3,E,3_E,80,1.301688683,90,10,251_vi_3_E,91,10,90,11,90,10,80
251_vi_4_A,251_vi,4,A,4_A,88,1.630075694,94,6,251_vi_4_A,95,6,94,7,94,6,88
251_vi_4_B,251_vi,4,B,4_B,46,0.589238334,73,27,251_vi_4_B,74,27,73,28,73,27,46
251_vi_4_C,251_vi,4,C,4_C,58,0.78491768,79,21,251_vi_4_C,80,21,79,22,79,21,58
251_vi_4_D,251_vi,4,D,4_D,84,1.446905122,92,8,251_vi_4_D,90,10,94,6,92,8,84
251_vi_4_E,251_vi,4,E,4_E,84,1.446905122,92,8,251_vi_4_E,90,10,94,6,92,8,84
251_vi_5_A,251_vi,5,A,5_A,80,1.301688683,90,10,251_vi_5_A,89,11,91,9,90,10,80
251_vi_5_B,251_vi,5,B,5_B,52,0.682875064,76,24,251_vi_5_B,77,24,76,25,76,24,52
251_vi_5_C,251_vi,5,C,5_C,52,0.682875064,76,24,251_vi_5_C,77,24,76,25,76,24,52
251_vi_5_D,251_vi,5,D,5_D,88,1.630075694,94,6,251_vi_5_D,95,6,94,7,94,6,88
251_vi_5_E,251_vi,5,E,5_E,80,1.301688683,90,10,251_vi_5_E,91,10,90,11,90,10,80
253_i_1_A,253_i,1,A,1_A,99,3.135881082,99.5,0.5,253_i_1_A,98,3,102,-2,100,1,99
253_i_1_B,253_i,1,B,1_B,84,1.446905122,92,8,253_i_1_B,90,10,94,6,92,8,84
253_i_1_C,253_i,1,C,1_C,84,1.446905122,92,8,253_i_1_C,91,9,93,7,92,8,84
253_i_1_D,253_i,1,D,1_D,98,2.722259512,99,1,253_i_1_D,100,1,99,2,99,1,98
253_i_1_E,253_i,1,E,1_E,96,2.305607943,98,2,253_i_1_E,99,2,98,3,98,2,96
253_i_2_A,253_i,2,A,2_A,98,2.722259512,99,1,253_i_2_A,100,1,99,2,99,1,98
253_i_2_B,253_i,2,B,2_B,76,1.180363548,88,12,253_i_2_B,89,12,88,13,88,12,76
253_i_2_C,253_i,2,C,2_C,78,1.238605308,89,11,253_i_2_C,87,13,91,9,89,11,78
253_i_2_D,253_i,2,D,2_D,98,2.722259512,99,1,253_i_2_D,97,3,101,-1,99,1,98
253_i_2_E,253_i,2,E,2_E,99,3.135881082,99.5,0.5,253_i_2_E,100,1,100,1,100,1,99
253_i_3_A,253_i,3,A,3_A,99,3.135881082,99.5,0.5,253_i_3_A,98,3,102,-2,100,1,99
253_i_3_B,253_i,3,B,3_B,78,1.238605308,89,11,253_i_3_B,87,13,91,9,89,11,78
253_i_3_C,253_i,3,C,3_C,80,1.301688683,90,10,253_i_3_C,91,9,89,11,90,10,80
253_i_3_D,253_i,3,D,3_D,99,3.135881082,99.5,0.5,253_i_3_D,100,1,100,1,100,1,99
253_i_3_E,253_i,3,E,3_E,99,3.135881082,99.5,0.5,253_i_3_E,100,1,100,1,100,1,99
253_i_4_A,253_i,4,A,4_A,99,3.135881082,99.5,0.5,253_i_4_A,100,1,100,1,100,1,99
253_i_4_B,253_i,4,B,4_B,80,1.301688683,90,10,253_i_4_B,88,12,92,8,90,10,80
253_i_4_C,253_i,4,C,4_C,84,1.446905122,92,8,253_i_4_C,93,7,91,9,92,8,84
253_i_4_D,253_i,4,D,4_D,99,3.135881082,99.5,0.5,253_i_4_D,100,1,100,1,100,1,99
253_i_4_E,253_i,4,E,4_E,98,2.722259512,99,1,253_i_4_E,99,1,99,1,99,1,98
253_i_5_A,253_i,5,A,5_A,98,2.722259512,99,1,253_i_5_A,99,1,99,1,99,1,98
253_i_5_B,253_i,5,B,5_B,76,1.180363548,88,12,253_i_5_B,89,11,87,13,88,12,76
253_i_5_C,253_i,5,C,5_C,78,1.238605308,89,11,253_i_5_C,88,12,90,10,89,11,78
253_i_5_D,253_i,5,D,5_D,96,2.305607943,98,2,253_i_5_D,99,1,97,3,98,2,96
253_i_5_E,253_i,5,E,5_E,98,2.722259512,99,1,253_i_5_E,99,1,99,1,99,1,98
262_vi_1_A,262_vi,1,A,1_A,22,0.265091872,61,39,262_vi_1_A,62,38,60,40,61,39,22
262_vi_1_B,262_vi,1,B,1_B,-10,-0.118924027,45,55,262_vi_1_B,46,54,44,56,45,55,-10
262_vi_1_C,262_vi,1,C,1_C,0,0,50,50,262_vi_1_C,49,51,51,49,50,50,0
262_vi_1_D,262_vi,1,D,1_D,10,0.118924027,55,45,262_vi_1_D,56,44,54,46,55,45,10
262_vi_1_E,262_vi,1,E,1_E,10,0.118924027,55,45,262_vi_1_E,54,46,56,44,55,45,10
262_vi_2_A,262_vi,2,A,2_A,20,0.240291904,60,40,262_vi_2_A,61,39,59,41,60,40,20
262_vi_2_B,262_vi,2,B,2_B,-10,-0.118924027,45,55,262_vi_2_B,43,57,47,53,45,55,-10
262_vi_2_C,262_vi,2,C,2_C,2,0.023708472,51,49,262_vi_2_C,49,51,53,47,51,49,2
262_vi_2_D,262_vi,2,D,2_D,22,0.265091872,61,39,262_vi_2_D,62,39,61,40,61,39,22
262_vi_2_E,262_vi,2,E,2_E,26,0.315409117,63,37,262_vi_2_E,64,37,63,38,63,37,26
262_vi_3_A,262_vi,3,A,3_A,20,0.240291904,60,40,262_vi_3_A,61,40,60,41,60,40,20
262_vi_3_B,262_vi,3,B,3_B,-8,-0.095024306,46,54,262_vi_3_B,47,54,46,55,46,54,-8
262_vi_3_C,262_vi,3,C,3_C,-4,-0.04743593,48,52,262_vi_3_C,46,54,50,50,48,52,-4
262_vi_3_D,262_vi,3,D,3_D,24,0.290122313,62,38,262_vi_3_D,60,40,64,36,62,38,24
262_vi_3_E,262_vi,3,E,3_E,16,0.191286085,58,42,262_vi_3_E,56,44,60,40,58,42,16
262_vi_4_A,262_vi,4,A,4_A,52,0.683115634,76,24,262_vi_4_A,76,24,76,24,76,24,52
262_vi_4_B,262_vi,4,B,4_B,-6,-0.071201455,47,53,262_vi_4_B,48,53,47,54,47,53,-6
262_vi_4_C,262_vi,4,C,4_C,12,0.142920534,56,44,262_vi_4_C,57,44,56,45,56,44,12
262_vi_4_D,262_vi,4,D,4_D,28,0.340979638,64,36,262_vi_4_D,65,36,64,37,64,36,28
262_vi_4_E,262_vi,4,E,4_E,24,0.290122313,62,38,262_vi_4_E,63,38,62,39,62,38,24
262_vi_5_A,262_vi,5,A,5_A,34,0.419693662,67,33,262_vi_5_A,65,35,69,31,67,33,34
262_vi_5_B,262_vi,5,B,5_B,-20,-0.240291904,40,60,262_vi_5_B,38,62,42,58,40,60,-20
262_vi_5_C,262_vi,5,C,5_C,4,0.04743593,52,48,262_vi_5_C,51,49,53,47,52,48,4
262_vi_5_D,262_vi,5,D,5_D,16,0.191286085,58,42,262_vi_5_D,59,42,58,43,58,42,16
262_vi_5_E,262_vi,5,E,5_E,24,0.290122313,62,38,262_vi_5_E,63,38,62,39,62,38,24
276_i_1_A,276_i,1,A,1_A,96,2.305607943,98,2,276_i_1_A,99,2,98,3,98,2,96
276_i_1_B,276_i,1,B,1_B,74,1.126173688,87,13,276_i_1_B,88,13,87,14,87,13,74
276_i_1_C,276_i,1,C,1_C,74,1.126173688,87,13,276_i_1_C,85,15,89,11,87,13,74
276_i_1_D,276_i,1,D,1_D,94,2.059324464,97,3,276_i_1_D,95,5,99,1,97,3,94
276_i_1_E,276_i,1,E,1_E,96,2.305607943,98,2,276_i_1_E,99,2,98,3,98,2,96
276_i_2_A,276_i,2,A,2_A,94,2.059324464,97,3,276_i_2_A,95,5,99,1,97,3,94
276_i_2_B,276_i,2,B,2_B,84,1.446905122,92,8,276_i_2_B,90,10,94,6,92,8,84
276_i_2_C,276_i,2,C,2_C,80,1.301688683,90,10,276_i_2_C,91,9,89,11,90,10,80
276_i_2_D,276_i,2,D,2_D,96,2.305607943,98,2,276_i_2_D,98,2,98,2,98,2,96
276_i_2_E,276_i,2,E,2_E,98,2.722259512,99,1,276_i_2_E,99,1,99,1,99,1,98
276_i_3_A,276_i,3,A,3_A,96,2.305607943,98,2,276_i_3_A,98,2,98,2,98,2,96
276_i_3_B,276_i,3,B,3_B,76,1.180363548,88,12,276_i_3_B,86,14,90,10,88,12,76
276_i_3_C,276_i,3,C,3_C,80,1.301688683,90,10,276_i_3_C,91,9,89,11,90,10,80
276_i_3_D,276_i,3,D,3_D,96,2.305607943,98,2,276_i_3_D,99,2,98,3,98,2,96
276_i_3_E,276_i,3,E,3_E,99,3.135881082,99.5,0.5,276_i_3_E,100,1,100,1,100,1,99
276_i_4_A,276_i,4,A,4_A,99,3.135881082,99.5,0.5,276_i_4_A,100,1,100,1,100,1,99
276_i_4_B,276_i,4,B,4_B,72,1.075421434,86,14,276_i_4_B,87,13,85,15,86,14,72
276_i_4_C,276_i,4,C,4_C,76,1.180363548,88,12,276_i_4_C,87,13,89,11,88,12,76
276_i_4_D,276_i,4,D,4_D,99,3.135881082,99.5,0.5,276_i_4_D,100,1,100,1,100,1,99
276_i_4_E,276_i,4,E,4_E,96,2.305607943,98,2,276_i_4_E,98,2,98,2,98,2,96
276_i_5_A,276_i,5,A,5_A,92,1.882755521,96,4,276_i_5_A,97,3,95,5,96,4,92
276_i_5_B,276_i,5,B,5_B,74,1.126173688,87,13,276_i_5_B,88,12,86,14,87,13,74
276_i_5_C,276_i,5,C,5_C,68,0.982374193,84,16,276_i_5_C,83,17,85,15,84,16,68
276_i_5_D,276_i,5,D,5_D,96,2.305607943,98,2,276_i_5_D,99,1,97,3,98,2,96
276_i_5_E,276_i,5,E,5_E,98,2.722259512,99,1,276_i_5_E,99,1,99,1,99,1,98
286_vi_1_A,286_vi,1,A,1_A,89,1.684766167,94.5,5.5,286_vi_1_A,96,5,94,7,95,6,89
286_vi_1_B,286_vi,1,B,1_B,77,1.208933406,88.5,11.5,286_vi_1_B,87,14,91,10,89,12,77
286_vi_1_C,286_vi,1,C,1_C,73,1.100400853,86.5,13.5,286_vi_1_C,85,16,89,12,87,14,73
286_vi_1_D,286_vi,1,D,1_D,93,1.964940264,96.5,3.5,286_vi_1_D,97,3,96,4,97,4,93
286_vi_1_E,286_vi,1,E,1_E,92,1.882755521,96,4,286_vi_1_E,97,4,96,5,96,4,92
286_vi_2_A,286_vi,2,A,2_A,87,1.579496866,93.5,6.5,286_vi_2_A,94,6,93,7,94,7,87
286_vi_2_B,286_vi,2,B,2_B,75,1.152803971,87.5,12.5,286_vi_2_B,88,12,87,13,88,13,75
286_vi_2_C,286_vi,2,C,2_C,85,1.488350273,92.5,7.5,286_vi_2_C,91,10,95,6,93,8,85
286_vi_2_D,286_vi,2,D,2_D,97,2.479052609,98.5,1.5,286_vi_2_D,99,2,99,2,99,2,97
286_vi_2_E,286_vi,2,E,2_E,89,1.684766167,94.5,5.5,286_vi_2_E,94,7,96,5,95,6,89
286_vi_3_A,286_vi,3,A,3_A,84,1.446905122,92,8,286_vi_3_A,94,6,90,10,92,8,84
286_vi_3_B,286_vi,3,B,3_B,66,0.939363725,83,17,286_vi_3_B,84,16,82,18,83,17,66
286_vi_3_C,286_vi,3,C,3_C,82,1.370652975,91,9,286_vi_3_C,92,9,91,10,91,9,82
286_vi_3_D,286_vi,3,D,3_D,85,1.488350273,92.5,7.5,286_vi_3_D,94,7,92,9,93,8,85
286_vi_3_E,286_vi,3,E,3_E,81,1.3353582,90.5,9.5,286_vi_3_E,91,10,91,10,91,10,81
286_vi_4_A,286_vi,4,A,4_A,90,1.744356465,95,5,286_vi_4_A,93,7,97,3,95,5,90
286_vi_4_B,286_vi,4,B,4_B,61,0.839964126,80.5,19.5,286_vi_4_B,80,21,82,19,81,20,61
286_vi_4_C,286_vi,4,C,4_C,74,1.126173688,87,13,286_vi_4_C,88,13,87,14,87,13,74
286_vi_4_D,286_vi,4,D,4_D,94,2.059324464,97,3,286_vi_4_D,98,3,97,4,97,3,94
286_vi_4_E,286_vi,4,E,4_E,94,2.059324464,97,3,286_vi_4_E,98,3,97,4,97,3,94
286_vi_5_A,286_vi,5,A,5_A,93,1.964940264,96.5,3.5,286_vi_5_A,98,3,96,5,97,4,93
286_vi_5_B,286_vi,5,B,5_B,73,1.100400853,86.5,13.5,286_vi_5_B,89,12,85,16,87,14,73
286_vi_5_C,286_vi,5,C,5_C,86,1.532416977,93,7,286_vi_5_C,94,6,92,8,93,7,86
286_vi_5_D,286_vi,5,D,5_D,94,2.059324464,97,3,286_vi_5_D,98,2,96,4,97,3,94
286_vi_5_E,286_vi,5,E,5_E,92,1.882755521,96,4,286_vi_5_E,98,2,94,6,96,4,92
29_i_1_A,29_i,1,A,1_A,74,1.126570428,87,13,29_i_1_A,88,12,86,14,87,13,74
29_i_1_B,29_i,1,B,1_B,50,0.651073627,75,25,29_i_1_B,76,25,75,26,75,25,50
29_i_1_C,29_i,1,C,1_C,44,0.559718885,72,28,29_i_1_C,73,28,72,29,72,28,44
29_i_1_D,29_i,1,D,1_D,78,1.239041656,89,11,29_i_1_D,90,10,88,12,89,11,78
29_i_1_E,29_i,1,E,1_E,70,1.027981402,85,15,29_i_1_E,86,14,84,16,85,15,70
29_i_2_A,29_i,2,A,2_A,80,1.302147255,90,10,29_i_2_A,91,9,89,11,90,10,80
29_i_2_B,29_i,2,B,2_B,32,0.393089879,66,34,29_i_2_B,67,33,65,35,66,34,32
29_i_2_C,29_i,2,C,2_C,32,0.393089879,66,34,29_i_2_C,67,33,65,35,66,34,32
29_i_2_D,29_i,2,D,2_D,80,1.302147255,90,10,29_i_2_D,91,9,89,11,90,10,80
29_i_2_E,29_i,2,E,2_E,80,1.302147255,90,10,29_i_2_E,91,9,89,11,90,10,80
29_i_3_A,29_i,3,A,3_A,80,1.302147255,90,10,29_i_3_A,89,11,91,9,90,10,80
29_i_3_B,29_i,3,B,3_B,36,0.44670986,68,32,29_i_3_B,69,31,67,33,68,32,36
29_i_3_C,29_i,3,C,3_C,42,0.530633915,71,29,29_i_3_C,72,28,70,30,71,29,42
29_i_3_D,29_i,3,D,3_D,78,1.239041656,89,11,29_i_3_D,90,10,88,12,89,11,78
29_i_3_E,29_i,3,E,3_E,74,1.126570428,87,13,29_i_3_E,88,12,86,14,87,13,74
29_i_4_A,29_i,4,A,4_A,78,1.239041656,89,11,29_i_4_A,90,10,88,12,89,11,78
29_i_4_B,29_i,4,B,4_B,32,0.393089879,66,34,29_i_4_B,67,33,65,35,66,34,32
29_i_4_C,29_i,4,C,4_C,40,0.502136465,70,30,29_i_4_C,71,30,70,31,70,30,40
29_i_4_D,29_i,4,D,4_D,74,1.126570428,87,13,29_i_4_D,88,12,86,14,87,13,74
29_i_4_E,29_i,4,E,4_E,70,1.027981402,85,15,29_i_4_E,86,14,84,16,85,15,70
29_i_5_A,29_i,5,A,5_A,72,1.075800294,86,14,29_i_5_A,87,13,85,15,86,14,72
29_i_5_B,29_i,5,B,5_B,28,0.340979638,64,36,29_i_5_B,65,35,63,37,64,36,28
29_i_5_C,29_i,5,C,5_C,40,0.502136465,70,30,29_i_5_C,71,29,69,31,70,30,40
29_i_5_D,29_i,5,D,5_D,70,1.027981402,85,15,29_i_5_D,86,14,84,16,85,15,70
29_i_5_E,29_i,5,E,5_E,72,1.075800294,86,14,29_i_5_E,87,13,85,15,86,14,72
328_i_1_A,328_i,1,A,1_A,90,1.744970984,95,5,328_i_1_A,94,6,96,4,95,5,90
328_i_1_B,328_i,1,B,1_B,56,0.75007535,78,22,328_i_1_B,79,21,77,23,78,22,56
328_i_1_C,328_i,1,C,1_C,62,0.859323525,81,19,328_i_1_C,82,18,80,20,81,19,62
328_i_1_D,328_i,1,D,1_D,74,1.126570428,87,13,328_i_1_D,88,12,86,14,87,13,74
328_i_1_E,328_i,1,E,1_E,92,1.883418797,96,4,328_i_1_E,97,3,95,5,96,4,92
328_i_2_A,328_i,2,A,2_A,82,1.371135842,91,9,328_i_2_A,92,8,90,10,91,9,82
328_i_2_B,328_i,2,B,2_B,62,0.859323525,81,19,328_i_2_B,82,18,80,20,81,19,62
328_i_2_C,328_i,2,C,2_C,84,1.447414852,92,8,328_i_2_C,93,8,92,9,92,8,84
328_i_2_D,328_i,2,D,2_D,80,1.302147255,90,10,328_i_2_D,91,9,89,11,90,10,80
328_i_2_E,328_i,2,E,2_E,78,1.239041656,89,11,328_i_2_E,90,10,88,12,89,11,78
328_i_3_A,328_i,3,A,3_A,86,1.532956832,93,7,328_i_3_A,94,6,92,8,93,7,86
328_i_3_B,328_i,3,B,3_B,60,0.821563446,80,20,328_i_3_B,81,19,79,21,80,20,60
328_i_3_C,328_i,3,C,3_C,90,1.744970984,95,5,328_i_3_C,96,4,94,6,95,5,90
328_i_3_D,328_i,3,D,3_D,90,1.744970984,95,5,328_i_3_D,96,4,94,6,95,5,90
328_i_3_E,328_i,3,E,3_E,94,2.060049943,97,3,328_i_3_E,98,2,96,4,97,3,94
328_i_4_A,328_i,4,A,4_A,84,1.447414852,92,8,328_i_4_A,91,9,93,7,92,8,84
328_i_4_B,328_i,4,B,4_B,54,0.716084799,77,23,328_i_4_B,78,22,76,24,77,23,54
328_i_4_C,328_i,4,C,4_C,68,0.982720273,84,16,328_i_4_C,85,15,83,17,84,16,68
328_i_4_D,328_i,4,D,4_D,80,1.302147255,90,10,328_i_4_D,91,9,89,11,90,10,80
328_i_4_E,328_i,4,E,4_E,72,1.075800294,86,14,328_i_4_E,87,13,85,15,86,14,72
328_i_5_A,328_i,5,A,5_A,88,1.630649953,94,6,328_i_5_A,95,5,93,7,94,6,88
328_i_5_B,328_i,5,B,5_B,76,1.180779378,88,12,328_i_5_B,89,11,87,13,88,12,76
328_i_5_C,328_i,5,C,5_C,76,1.180779378,88,12,328_i_5_C,89,11,87,13,88,12,76
328_i_5_D,328_i,5,D,5_D,74,1.126570428,87,13,328_i_5_D,88,12,86,14,87,13,74
328_i_5_E,328_i,5,E,5_E,80,1.302147255,90,10,328_i_5_E,91,9,89,11,90,10,80
365_i_1_A,365_i,1,A,1_A,78,1.239041656,89,11,365_i_1_A,88,12,90,10,89,11,78
365_i_1_B,365_i,1,B,1_B,36,0.44670986,68,32,365_i_1_B,69,31,67,33,68,32,36
365_i_1_C,365_i,1,C,1_C,44,0.559718885,72,28,365_i_1_C,73,27,71,29,72,28,44
365_i_1_D,365_i,1,D,1_D,82,1.371135842,91,9,365_i_1_D,92,8,90,10,91,9,82
365_i_1_E,365_i,1,E,1_E,84,1.447414852,92,8,365_i_1_E,93,7,91,9,92,8,84
365_i_2_A,365_i,2,A,2_A,76,1.180779378,88,12,365_i_2_A,89,11,87,13,88,12,76
365_i_2_B,365_i,2,B,2_B,44,0.559718885,72,28,365_i_2_B,73,27,71,29,72,28,44
365_i_2_C,365_i,2,C,2_C,52,0.683115634,76,24,365_i_2_C,77,24,76,25,76,24,52
365_i_2_D,365_i,2,D,2_D,80,1.302147255,90,10,365_i_2_D,91,9,89,11,90,10,80
365_i_2_E,365_i,2,E,2_E,82,1.371135842,91,9,365_i_2_E,92,8,90,10,91,9,82
365_i_3_A,365_i,3,A,3_A,84,1.447414852,92,8,365_i_3_A,93,7,91,9,92,8,84
365_i_3_B,365_i,3,B,3_B,58,0.785194199,79,21,365_i_3_B,80,20,78,22,79,21,58
365_i_3_C,365_i,3,C,3_C,54,0.716084799,77,23,365_i_3_C,78,22,76,24,77,23,54
365_i_3_D,365_i,3,D,3_D,84,1.447414852,92,8,365_i_3_D,93,7,91,9,92,8,84
365_i_3_E,365_i,3,E,3_E,84,1.447414852,92,8,365_i_3_E,93,7,91,9,92,8,84
365_i_4_A,365_i,4,A,4_A,78,1.239041656,89,11,365_i_4_A,90,10,88,12,89,11,78
365_i_4_B,365_i,4,B,4_B,40,0.502136465,70,30,365_i_4_B,71,29,69,31,70,30,40
365_i_4_C,365_i,4,C,4_C,46,0.589445917,73,27,365_i_4_C,74,26,72,28,73,27,46
365_i_4_D,365_i,4,D,4_D,86,1.532956832,93,7,365_i_4_D,94,6,92,8,93,7,86
365_i_4_E,365_i,4,E,4_E,82,1.371135842,91,9,365_i_4_E,92,9,91,10,91,9,82
365_i_5_A,365_i,5,A,5_A,76,1.180779378,88,12,365_i_5_A,89,11,87,13,88,12,76
365_i_5_B,365_i,5,B,5_B,38,0.474176905,69,31,365_i_5_B,69,31,69,31,69,31,38
365_i_5_C,365_i,5,C,5_C,46,0.589445917,73,27,365_i_5_C,71,29,75,25,73,27,46
365_i_5_D,365_i,5,D,5_D,78,1.239041656,89,11,365_i_5_D,88,12,90,10,89,11,78
365_i_5_E,365_i,5,E,5_E,82,1.371135842,91,9,365_i_5_E,92,9,91,10,91,9,82
