reaction_handle,catalyst_id,imine_id,thiol_id,product_id,selectivity_ee_percent,selectivity_ddGact_kcal
76_vi_5_E,76_vi,5,E,5_E,74,1.126173688
87_i_1_A,87_i,1,A,1_A,88,1.630075694
87_i_1_B,87_i,1,B,1_B,79,1.269483795
87_i_1_C,87_i,1,C,1_C,75,1.152803971
87_i_1_D,87_i,1,D,1_D,92,1.882755521
87_i_1_E,87_i,1,E,1_E,91,1.809884413
87_i_2_A,87_i,2,A,2_A,88,1.630075694
87_i_2_B,87_i,2,B,2_B,77,1.208933406
87_i_2_C,87_i,2,C,2_C,85,1.488350273
87_i_2_D,87_i,2,D,2_D,97,2.479052609
87_i_2_E,87_i,2,E,2_E,90,1.744356465
87_i_3_A,87_i,3,A,3_A,86,1.532416977
87_i_3_B,87_i,3,B,3_B,71,1.051178115
87_i_3_C,87_i,3,C,3_C,82,1.370652975
87_i_3_D,87_i,3,D,3_D,86,1.532416977
87_i_3_E,87_i,3,E,3_E,81,1.3353582
87_i_4_A,87_i,4,A,4_A,90,1.744356465
87_i_4_B,87_i,4,B,4_B,62,0.859020901
87_i_4_C,87_i,4,C,4_C,75,1.152803971
87_i_4_D,87_i,4,D,4_D,94,2.059324464
87_i_4_E,87_i,4,E,4_E,94,2.059324464
87_i_5_A,87_i,5,A,5_A,93,1.964940264
87_i_5_B,87_i,5,B,5_B,72,1.075421434
87_i_5_C,87_i,5,C,5_C,86,1.532416977
87_i_5_D,87_i,5,D,5_D,96,2.305607943
87_i_5_E,87_i,5,E,5_E,92,1.882755521
99_i_1_A,99_i,1,A,1_A,75,1.153210093
99_i_1_B,99_i,1,B,1_B,40,0.502136465
99_i_1_C,99_i,1,C,1_C,32,0.393089879
99_i_1_D,99_i,1,D,1_D,83,1.408257101
99_i_1_E,99_i,1,E,1_E,81,1.335828633
99_i_2_A,99_i,2,A,2_A,83,1.408257101
99_i_2_B,99_i,2,B,2_B,60,0.821563446
99_i_2_C,99_i,2,C,2_C,52,0.683115634
99_i_2_D,99_i,2,D,2_D,72,1.075800294
99_i_2_E,99_i,2,E,2_E,79,1.269931021
99_i_3_A,99_i,3,A,3_A,75,1.153210093
99_i_3_B,99_i,3,B,3_B,37,0.460384503
99_i_3_C,99_i,3,C,3_C,18,0.215697804
99_i_3_D,99_i,3,D,3_D,81,1.335828633
99_i_3_E,99_i,3,E,3_E,82,1.371135842
99_i_4_A,99_i,4,A,4_A,72,1.075800294
99_i_4_B,99_i,4,B,4_B,25,0.302731997
99_i_4_C,99_i,4,C,4_C,33,0.406342506
99_i_4_D,99_i,4,D,4_D,73,1.100788513
99_i_4_E,99_i,4,E,4_E,73,1.100788513
99_i_5_A,99_i,5,A,5_A,80,1.302147255
99_i_5_B,99_i,5,B,5_B,21,0.252664645
99_i_5_C,99_i,5,C,5_C,41,0.516314959
99_i_5_D,99_i,5,D,5_D,63,0.878774984
99_i_5_E,99_i,5,E,5_E,68,0.982720273
99_vi_1_A,99_vi,1,A,1_A,86,1.532956832
99_vi_1_B,99_vi,1,B,1_B,50,0.651073627
99_vi_1_C,99_vi,1,C,1_C,56,0.75007535
99_vi_1_D,99_vi,1,D,1_D,68,0.982720273
99_vi_1_E,99_vi,1,E,1_E,86,1.532956832
99_vi_2_A,99_vi,2,A,2_A,76,1.180779378
99_vi_2_B,99_vi,2,B,2_B,30,0.366862912
99_vi_2_C,99_vi,2,C,2_C,40,0.502136465
99_vi_2_D,99_vi,2,D,2_D,74,1.126570428
99_vi_2_E,99_vi,2,E,2_E,82,1.371135842
99_vi_3_A,99_vi,3,A,3_A,76,1.180779378
99_vi_3_B,99_vi,3,B,3_B,38,0.474176905
99_vi_3_C,99_vi,3,C,3_C,30,0.366862912
99_vi_3_D,99_vi,3,D,3_D,78,1.239041656
99_vi_3_E,99_vi,3,E,3_E,70,1.027981402
99_vi_4_A,99_vi,4,A,4_A,80,1.302147255
99_vi_4_B,99_vi,4,B,4_B,36,0.44670986
99_vi_4_C,99_vi,4,C,4_C,52,0.683115634
99_vi_4_D,99_vi,4,D,4_D,72,1.075800294
99_vi_4_E,99_vi,4,E,4_E,70,1.027981402
99_vi_5_A,99_vi,5,A,5_A,82,1.371135842
99_vi_5_B,99_vi,5,B,5_B,28,0.340979638
99_vi_5_C,99_vi,5,C,5_C,48,0.619875227
99_vi_5_D,99_vi,5,D,5_D,74,1.126570428
99_vi_5_E,99_vi,5,E,5_E,70,1.027981402
